ID, king_code, king_year, king_month, jyear, jmonth, jday, JDat00h, moon_age
7005,k019,252,5,-59,8,13,1699732.5,2
7006,k019,252,6,-59,9,12,1699762.5,2
7007,k019,252,7,-59,10,12,1699792.5,3
7008,k019,252,8,-59,11,10,1699821.5,2
7009,k019,252,9,-59,12,9,1699850.5,2
7010,k019,252,10,-58,1,8,1699880.5,2
7011,k019,252,11,-58,2,6,1699909.5,2
7012,k019,252,12,-58,3,8,1699939.5,2
7013,k019,253,1,-58,4,6,1699968.5,1
7014,k019,253,2,-58,5,6,1699998.5,2
7015,k019,253,3,-58,6,4,1700027.5,1
7016,k019,253,4,-58,7,4,1700057.5,2
7017,k019,253,5,-58,8,3,1700087.5,2
7018,k019,253,6,-58,9,2,1700117.5,3
7019,k019,253,7,-58,10,1,1700146.5,2
7020,k019,253,8,-58,10,30,1700175.5,2
7021,k019,253,9,-58,11,29,1700205.5,2
7022,k019,253,10,-58,12,28,1700234.5,2
7023,k019,253,11,-57,1,26,1700263.5,1
7024,k019,253,12,-57,2,25,1700293.5,2
7025,k019,254,1,-57,3,26,1700322.5,1
7026,k019,254,2,-57,4,25,1700352.5,2
7027,k019,254,3,-57,5,24,1700381.5,1
7028,k019,254,4,-57,6,23,1700411.5,2
7029,k019,254,5,-57,7,23,1700441.5,2
7030,k019,254,6,-57,8,22,1700471.5,2
7031,k019,254,7,-57,9,21,1700501.5,3
7032,k019,254,8,-57,10,20,1700530.5,2
7033,k019,254,9,-57,11,19,1700560.5,3
7034,k019,254,10,-57,12,18,1700589.5,2
7035,k019,254,11,-56,1,16,1700618.5,2
7036,k019,254,12,-56,2,14,1700647.5,1
7037,k019,254,12.5,-56,3,15,1700677.5,2
7038,k019,255,1,-56,4,13,1700706.5,1
7039,k019,255,2,-56,5,13,1700736.5,2
7040,k019,255,3,-56,6,11,1700765.5,1
7041,k019,255,4,-56,7,11,1700795.5,2
7042,k019,255,5,-56,8,10,1700825.5,2
7043,k019,255,6,-56,9,9,1700855.5,3
7044,k019,255,7,-56,10,9,1700885.5,3
7045,k019,255,8,-56,11,7,1700914.5,2
7046,k019,255,9,-56,12,6,1700943.5,2
7047,k019,255,10,-55,1,5,1700973.5,2
7048,k019,255,11,-55,2,3,1701002.5,2
7049,k019,255,12,-55,3,4,1701031.5,1
7050,k019,256,1,-55,4,3,1701061.5,2
7051,k019,256,2,-55,5,2,1701090.5,1
7052,k019,256,3,-55,6,1,1701120.5,2
7053,k019,256,4,-55,6,30,1701149.5,1
7054,k019,256,5,-55,7,30,1701179.5,2
7055,k019,256,6,-55,8,29,1701209.5,2
7056,k019,256,7,-55,9,28,1701239.5,3
7057,k019,256,8,-55,10,27,1701268.5,2
7058,k019,256,9,-55,11,26,1701298.5,3
7059,k019,256,10,-55,12,25,1701327.5,2
7060,k019,256,11,-54,1,24,1701357.5,3
7061,k019,256,12,-54,2,22,1701386.5,2
7062,k019,256,12.5,-54,3,24,1701416.5,2
7063,k019,257,1,-54,4,22,1701445.5,2
7064,k019,257,2,-54,5,21,1701474.5,1
7065,k019,257,3,-54,6,20,1701504.5,2
7066,k019,257,4,-54,7,19,1701533.5,1
7067,k019,257,5,-54,8,18,1701563.5,2
7068,k019,257,6,-54,9,17,1701593.5,2
7069,k019,257,7,-54,10,16,1701622.5,2
7070,k019,257,8,-54,11,15,1701652.5,2
7071,k019,257,9,-54,12,14,1701681.5,2
7072,k019,257,10,-53,1,13,1701711.5,2
7073,k019,257,11,-53,2,12,1701741.5,3
7074,k019,257,12,-53,3,13,1701770.5,2
7075,k019,258,1,-53,4,12,1701800.5,3
7076,k019,258,2,-53,5,11,1701829.5,2
7077,k019,258,3,-53,6,9,1701858.5,2
7078,k019,258,4,-53,7,9,1701888.5,2
7079,k019,258,5,-53,8,7,1701917.5,1
7080,k019,258,6,-53,9,6,1701947.5,2
7081,k019,258,7,-53,10,5,1701976.5,1
7082,k019,258,8,-53,11,4,1702006.5,2
7083,k019,258,9,-53,12,3,1702035.5,1
7084,k019,258,10,-52,1,2,1702065.5,2
7085,k019,258,11,-52,2,1,1702095.5,2
7086,k019,258,12,-52,3,1,1702124.5,2
7087,k019,259,1,-52,3,31,1702154.5,2
7088,k019,259,2,-52,4,30,1702184.5,3
7089,k019,259,3,-52,5,29,1702213.5,2
7090,k019,259,4,-52,6,27,1702242.5,2
7091,k019,259,5,-52,7,27,1702272.5,2
7092,k019,259,6,-52,8,25,1702301.5,2
7093,k019,259,7,-52,9,24,1702331.5,2
7094,k019,259,8,-52,10,23,1702360.5,1
7095,k019,259,9,-52,11,21,1702389.5,1
7096,k019,259,10,-52,12,21,1702419.5,1
7097,k019,259,11,-51,1,20,1702449.5,2
7098,k019,259,12,-51,2,19,1702479.5,2
7099,k019,259,12.5,-51,3,20,1702508.5,2
7100,k019,260,1,-51,4,19,1702538.5,2
7101,k019,260,2,-51,5,18,1702567.5,2
7102,k019,260,3,-51,6,17,1702597.5,2
7103,k019,260,4,-51,7,16,1702626.5,2
7104,k019,260,5,-51,8,15,1702656.5,2
7105,k019,260,6,-51,9,13,1702685.5,2
7106,k019,260,7,-51,10,12,1702714.5,1
7107,k019,260,8,-51,11,11,1702744.5,2
7108,k019,260,9,-51,12,10,1702773.5,1
7109,k019,260,10,-50,1,9,1702803.5,2
7110,k019,260,11,-50,2,8,1702833.5,2
7111,k019,260,12,-50,3,9,1702862.5,1
7112,k019,261,1,-50,4,8,1702892.5,2
7113,k019,261,2,-50,5,8,1702922.5,2
7114,k019,261,3,-50,6,6,1702951.5,2
7115,k019,261,4,-50,7,6,1702981.5,2
7116,k019,261,5,-50,8,4,1703010.5,2
7117,k019,261,6,-50,9,3,1703040.5,2
7118,k019,261,7,-50,10,2,1703069.5,2
7119,k019,261,8,-50,10,31,1703098.5,1
7120,k019,261,9,-50,11,30,1703128.5,2
7121,k019,261,10,-50,12,29,1703157.5,1
7122,k019,261,11,-49,1,28,1703187.5,2
7123,k019,261,12,-49,2,27,1703217.5,2
7124,k019,262,1,-49,3,28,1703246.5,2
7125,k019,262,2,-49,4,27,1703276.5,2
7126,k019,262,3,-49,5,26,1703305.5,2
7127,k019,262,4,-49,6,25,1703335.5,2
7128,k019,262,5,-49,7,25,1703365.5,2
7129,k019,262,6,-49,8,23,1703394.5,2
7130,k019,262,7,-49,9,22,1703424.5,2
7131,k019,262,8,-49,10,21,1703453.5,2
7132,k019,262,9,-49,11,19,1703482.5,1
7133,k019,262,10,-49,12,19,1703512.5,2
7134,k019,262,11,-48,1,17,1703541.5,1
7135,k019,262,12,-48,2,16,1703571.5,2
7136,k019,262,12.5,-48,3,16,1703600.5,1
7137,k019,263,1,-48,4,15,1703630.5,2
7138,k019,263,2,-48,5,14,1703659.5,1
7139,k019,263,3,-48,6,13,1703689.5,2
7140,k019,263,4,-48,7,13,1703719.5,2
7141,k019,263,5,-48,8,11,1703748.5,2
7142,k019,263,6,-48,9,10,1703778.5,2
7143,k019,263,7,-48,10,10,1703808.5,2
7144,k019,263,8,-48,11,8,1703837.5,2
7145,k019,263,9,-48,12,8,1703867.5,2
7146,k019,263,10,-47,1,6,1703896.5,2
7147,k019,263,11,-47,2,5,1703926.5,2
7148,k019,263,12,-47,3,6,1703955.5,2
7149,k019,264,1,-47,4,4,1703984.5,1
7150,k019,264,2,-47,5,4,1704014.5,2
7151,k019,264,3,-47,6,2,1704043.5,1
7152,k019,264,4,-47,7,2,1704073.5,2
7153,k019,264,5,-47,7,31,1704102.5,1
7154,k019,264,6,-47,8,30,1704132.5,2
7155,k019,264,7,-47,9,29,1704162.5,2
7156,k019,264,8,-47,10,28,1704191.5,2
7157,k019,264,9,-47,11,27,1704221.5,2
7158,k019,264,10,-47,12,27,1704251.5,3
7159,k019,264,11,-46,1,25,1704280.5,2
7160,k019,264,12,-46,2,24,1704310.5,2
7161,k019,265,1,-46,3,25,1704339.5,2
7162,k019,265,2,-46,4,23,1704368.5,1
7163,k019,265,3,-46,5,23,1704398.5,2
7164,k019,265,4,-46,6,21,1704427.5,1
7165,k019,265,5,-46,7,20,1704456.5,1
7166,k019,265,6,-46,8,19,1704486.5,1
7167,k019,265,6.5,-46,9,18,1704516.5,2
7168,k019,265,7,-46,10,18,1704546.5,2
7169,k019,265,8,-46,11,17,1704576.5,3
7170,k019,265,9,-46,12,16,1704605.5,2
7171,k019,265,10,-45,1,15,1704635.5,3
7172,k019,265,11,-45,2,13,1704664.5,2
7173,k019,265,12,-45,3,15,1704694.5,3
7174,k019,266,1,-45,4,13,1704723.5,2
7175,k019,266,2,-45,5,12,1704752.5,2
7176,k019,266,3,-45,6,10,1704781.5,1
7177,k019,266,4,-45,7,10,1704811.5,1
7178,k019,266,5,-45,8,8,1704840.5,1
7179,k019,266,6,-45,9,7,1704870.5,1
7180,k019,266,7,-45,10,7,1704900.5,2
7181,k019,266,8,-45,11,6,1704930.5,2
7182,k019,266,9,-45,12,5,1704959.5,2
7183,k019,266,10,-44,1,4,1704989.5,2
7184,k019,266,11,-44,2,3,1705019.5,3
7185,k019,266,12,-44,3,3,1705048.5,2
7186,k019,267,1,-44,4,2,1705078.5,3
7187,k019,267,2,-44,5,1,1705107.5,2
7188,k019,267,3,-44,5,30,1705136.5,2
7189,k019,267,4,-44,6,28,1705165.5,1
7190,k019,267,5,-44,7,28,1705195.5,2
7191,k019,267,6,-44,8,26,1705224.5,1
7192,k019,267,7,-44,9,25,1705254.5,1
7193,k019,267,8,-44,10,25,1705284.5,2
7194,k019,267,9,-44,11,23,1705313.5,1
7195,k019,267,10,-44,12,23,1705343.5,2
7196,k019,267,11,-43,1,22,1705373.5,2
7197,k019,267,12,-43,2,20,1705402.5,2
7198,k019,267,12.5,-43,3,22,1705432.5,2
7199,k019,268,1,-43,4,20,1705461.5,2
7200,k019,268,2,-43,5,20,1705491.5,2
7201,k019,268,3,-43,6,18,1705520.5,2
7202,k019,268,4,-43,7,17,1705549.5,1
7203,k019,268,5,-43,8,16,1705579.5,2
7204,k019,268,6,-43,9,14,1705608.5,1
7205,k019,268,7,-43,10,14,1705638.5,2
7206,k019,268,8,-43,11,13,1705668.5,2
7207,k019,268,9,-43,12,12,1705697.5,2
7208,k019,268,10,-42,1,11,1705727.5,2
7209,k019,268,11,-42,2,9,1705756.5,1
7210,k019,268,12,-42,3,11,1705786.5,2
7211,k019,269,1,-42,4,10,1705816.5,2
7212,k019,269,2,-42,5,9,1705845.5,2
7213,k019,269,3,-42,6,8,1705875.5,2
7214,k019,269,4,-42,7,7,1705904.5,2
7215,k019,269,5,-42,8,6,1705934.5,2
7216,k019,269,6,-42,9,4,1705963.5,2
7217,k019,269,7,-42,10,4,1705993.5,2
7218,k019,269,8,-42,11,2,1706022.5,2
7219,k019,269,9,-42,12,2,1706052.5,2
7220,k019,269,10,-42,12,31,1706081.5,2
7221,k019,269,11,-41,1,30,1706111.5,2
7222,k019,269,12,-41,2,28,1706140.5,2
7223,k019,270,1,-41,3,30,1706170.5,2
7224,k019,270,2,-41,4,28,1706199.5,2
7225,k019,270,3,-41,5,28,1706229.5,2
7226,k019,270,4,-41,6,27,1706259.5,2
7227,k019,270,5,-41,7,26,1706288.5,2
7228,k019,270,6,-41,8,25,1706318.5,2
7229,k019,270,7,-41,9,23,1706347.5,2
7230,k019,270,8,-41,10,23,1706377.5,2
7231,k019,270,9,-41,11,21,1706406.5,2
7232,k019,270,10,-41,12,21,1706436.5,2
7233,k019,270,11,-40,1,19,1706465.5,2
7234,k019,270,12,-40,2,17,1706494.5,1
7235,k019,270,12.5,-40,3,18,1706524.5,2
7236,k019,271,1,-40,4,16,1706553.5,1
7237,k019,271,2,-40,5,16,1706583.5,2
7238,k019,271,3,-40,6,15,1706613.5,2
7239,k019,271,4,-40,7,14,1706642.5,2
7240,k019,271,5,-40,8,13,1706672.5,2
7241,k019,271,6,-40,9,12,1706702.5,2
7242,k019,271,7,-40,10,12,1706732.5,3
7243,k019,271,8,-40,11,10,1706761.5,2
7244,k019,271,9,-40,12,9,1706790.5,2
7245,k019,271,10,-39,1,7,1706819.5,1
7246,k019,271,11,-39,2,6,1706849.5,2
7247,k019,271,12,-39,3,7,1706878.5,1
7248,k019,272,1,-39,4,6,1706908.5,2
7249,k019,272,2,-39,5,5,1706937.5,1
7250,k019,272,3,-39,6,4,1706967.5,2
7251,k019,272,4,-39,7,3,1706996.5,1
7252,k019,272,5,-39,8,2,1707026.5,2
7253,k019,272,6,-39,9,1,1707056.5,2
7254,k019,272,7,-39,10,1,1707086.5,3
7255,k019,272,8,-39,10,31,1707116.5,3
7256,k019,272,9,-39,11,29,1707145.5,3
7257,k019,272,10,-39,12,28,1707174.5,2
7258,k019,272,11,-38,1,26,1707203.5,1
7259,k019,272,12,-38,2,25,1707233.5,2
7260,k019,273,1,-38,3,26,1707262.5,1
7261,k019,273,2,-38,4,25,1707292.5,2
7262,k019,273,3,-38,5,24,1707321.5,1
7263,k019,273,4,-38,6,23,1707351.5,2
7264,k019,273,5,-38,7,22,1707380.5,1
7265,k019,273,6,-38,8,21,1707410.5,2
7266,k019,273,7,-38,9,20,1707440.5,2
7267,k019,273,8,-38,10,20,1707470.5,3
7268,k019,273,9,-38,11,18,1707499.5,2
7269,k019,273,10,-38,12,18,1707529.5,3
7270,k019,273,11,-37,1,16,1707558.5,2
7271,k019,273,12,-37,2,14,1707587.5,2
7272,k019,273,12.5,-37,3,16,1707617.5,2
7273,k019,274,1,-37,4,14,1707646.5,2
7274,k019,274,2,-37,5,13,1707675.5,1
7275,k019,274,3,-37,6,12,1707705.5,1
7276,k019,274,4,-37,7,12,1707735.5,2
7277,k019,274,5,-37,8,10,1707764.5,1
7278,k019,274,6,-37,9,9,1707794.5,2
7279,k019,274,7,-37,10,9,1707824.5,2
7280,k019,274,8,-37,11,8,1707854.5,3
7281,k019,274,9,-37,12,7,1707883.5,2
7282,k019,274,10,-36,1,6,1707913.5,3
7283,k019,274,11,-36,2,4,1707942.5,2
7284,k019,274,12,-36,3,4,1707971.5,2
7285,k019,275,1,-36,4,3,1708001.5,2
7286,k019,275,2,-36,5,2,1708030.5,2
7287,k019,275,3,-36,6,1,1708060.5,2
7288,k019,275,4,-36,6,30,1708089.5,2
7289,k019,275,5,-36,7,30,1708119.5,2
7290,k019,275,6,-36,8,28,1708148.5,1
7291,k019,275,7,-36,9,27,1708178.5,2
7292,k019,275,8,-36,10,26,1708207.5,1
7293,k019,275,9,-36,11,25,1708237.5,2
7294,k019,275,10,-36,12,25,1708267.5,2
7295,k019,275,11,-35,1,23,1708296.5,2
7296,k019,275,12,-35,2,22,1708326.5,2
7297,k019,275,12.5,-35,3,23,1708355.5,2
7298,k019,276,1,-35,4,22,1708385.5,2
7299,k019,276,2,-35,5,21,1708414.5,2
7300,k019,276,3,-35,6,20,1708444.5,2
7301,k019,276,4,-35,7,19,1708473.5,2
7302,k019,276,5,-35,8,18,1708503.5,2
7303,k019,276,6,-35,9,16,1708532.5,2
7304,k019,276,7,-35,10,16,1708562.5,2
7305,k019,276,8,-35,11,14,1708591.5,2
7306,k019,276,9,-35,12,14,1708621.5,2
7307,k019,276,10,-34,1,12,1708650.5,1
7308,k019,276,11,-34,2,11,1708680.5,2
7309,k019,276,12,-34,3,13,1708710.5,2
7310,k019,277,1,-34,4,11,1708739.5,2
7311,k019,277,2,-34,5,11,1708769.5,2
7312,k019,277,3,-34,6,9,1708798.5,2
7313,k019,277,4,-34,7,9,1708828.5,2
7314,k019,277,5,-34,8,7,1708857.5,2
7315,k019,277,6,-34,9,6,1708887.5,2
7316,k019,277,7,-34,10,5,1708916.5,2
7317,k019,277,8,-34,11,3,1708945.5,1
7318,k019,277,9,-34,12,3,1708975.5,2
7319,k019,277,10,-33,1,1,1709004.5,1
7320,k019,277,11,-33,1,31,1709034.5,2
7321,k019,277,12,-33,3,2,1709064.5,2
7322,k019,278,1,-33,4,1,1709094.5,3
7323,k019,278,2,-33,4,30,1709123.5,2
7324,k019,278,3,-33,5,30,1709153.5,2
7325,k019,278,4,-33,6,28,1709182.5,2
7326,k019,278,5,-33,7,28,1709212.5,2
7327,k019,278,6,-33,8,26,1709241.5,2
7328,k019,278,7,-33,9,25,1709271.5,2
7329,k019,278,8,-33,10,24,1709300.5,2
7330,k019,278,9,-33,11,22,1709329.5,1
7331,k019,278,10,-33,12,22,1709359.5,2
7332,k019,278,11,-32,1,20,1709388.5,1
7333,k019,278,12,-32,2,19,1709418.5,2
7334,k019,278,12.5,-32,3,20,1709448.5,2
7335,k019,279,1,-32,4,18,1709477.5,2
7336,k019,279,2,-32,5,18,1709507.5,2
7337,k019,279,3,-32,6,17,1709537.5,3
7338,k019,279,4,-32,7,16,1709566.5,2
7339,k019,279,5,-32,8,15,1709596.5,2
7340,k019,279,6,-32,9,13,1709625.5,2
7341,k019,279,7,-32,10,12,1709654.5,1
7342,k019,279,8,-32,11,11,1709684.5,2
7343,k019,279,9,-32,12,10,1709713.5,1
7344,k019,279,10,-31,1,9,1709743.5,2
7345,k019,279,11,-31,2,7,1709772.5,1
7346,k019,279,12,-31,3,9,1709802.5,2
7347,k019,280,1,-31,4,7,1709831.5,1
7348,k019,280,2,-31,5,7,1709861.5,2
7349,k019,280,3,-31,6,6,1709891.5,2
7350,k019,280,4,-31,7,5,1709920.5,2
7351,k019,280,5,-31,8,4,1709950.5,2
7352,k019,280,6,-31,9,3,1709980.5,3
7353,k019,280,7,-31,10,2,1710009.5,2
7354,k019,280,8,-31,10,31,1710038.5,2
7355,k019,280,9,-31,11,30,1710068.5,2
7356,k019,280,10,-31,12,29,1710097.5,1
7357,k019,280,11,-30,1,28,1710127.5,2
7358,k019,280,12,-30,2,26,1710156.5,1
7359,k019,281,1,-30,3,28,1710186.5,2
7360,k019,281,2,-30,4,26,1710215.5,1
7361,k019,281,3,-30,5,26,1710245.5,2
7362,k019,281,4,-30,6,24,1710274.5,1
7363,k019,281,5,-30,7,24,1710304.5,2
7364,k019,281,6,-30,8,23,1710334.5,2
7365,k019,281,7,-30,9,21,1710363.5,2
7366,k019,281,8,-30,10,20,1710392.5,1
7367,k019,281,9,-30,11,19,1710422.5,2
7368,k019,281,10,-30,12,19,1710452.5,2
7369,k019,281,11,-29,1,17,1710481.5,2
7370,k019,281,12,-29,2,16,1710511.5,2
7371,k019,281,12.5,-29,3,17,1710540.5,2
7372,k019,282,1,-29,4,16,1710570.5,2
7373,k019,282,2,-29,5,15,1710599.5,1
7374,k019,282,3,-29,6,14,1710629.5,2
7375,k019,282,4,-29,7,13,1710658.5,1
7376,k019,282,5,-29,8,12,1710688.5,2
7377,k019,282,6,-29,9,10,1710717.5,1
7378,k019,282,7,-29,10,10,1710747.5,2
7379,k019,282,8,-29,11,9,1710777.5,2
7380,k019,282,9,-29,12,9,1710807.5,3
7381,k019,282,10,-28,1,7,1710836.5,2
7382,k019,282,11,-28,2,6,1710866.5,3
7383,k019,282,12,-28,3,6,1710895.5,2
7384,k019,283,1,-28,4,4,1710924.5,2
7385,k019,283,2,-28,5,4,1710954.5,2
7386,k019,283,3,-28,6,2,1710983.5,2
7387,k019,283,4,-28,7,1,1711012.5,1
7388,k019,283,5,-28,7,31,1711042.5,1
7389,k019,283,6,-28,8,29,1711071.5,1
7390,k019,283,7,-28,9,28,1711101.5,1
7391,k019,283,8,-28,10,28,1711131.5,2
7392,k019,283,9,-28,11,27,1711161.5,2
7393,k019,283,10,-28,12,27,1711191.5,3
7394,k019,283,11,-27,1,25,1711220.5,2
7395,k019,283,12,-27,2,24,1711250.5,3
7396,k019,284,1,-27,3,25,1711279.5,2
7397,k019,284,2,-27,4,23,1711308.5,2
7398,k019,284,3,-27,5,23,1711338.5,2
7399,k019,284,4,-27,6,21,1711367.5,2
7400,k019,284,5,-27,7,20,1711396.5,1
7401,k019,284,6,-27,8,19,1711426.5,2
7402,k019,284,6.5,-27,9,17,1711455.5,1
7403,k019,284,7,-27,10,17,1711485.5,2
7404,k019,284,8,-27,11,16,1711515.5,2
7405,k019,284,9,-27,12,16,1711545.5,2
7406,k019,284,10,-26,1,14,1711574.5,2
7407,k019,284,11,-26,2,13,1711604.5,2
7408,k019,284,12,-26,3,14,1711633.5,2
7409,k019,285,1,-26,4,13,1711663.5,2
7410,k019,285,2,-26,5,12,1711692.5,2
7411,k019,285,3,-26,6,10,1711721.5,1
7412,k019,285,4,-26,7,10,1711751.5,2
7413,k019,285,5,-26,8,8,1711780.5,1
7414,k019,285,6,-26,9,7,1711810.5,2
7415,k019,285,7,-26,10,6,1711839.5,1
7416,k019,285,8,-26,11,5,1711869.5,2
7417,k019,285,9,-26,12,5,1711899.5,2
7418,k019,285,10,-25,1,3,1711928.5,2
7419,k019,285,11,-25,2,2,1711958.5,2
7420,k019,285,12,-25,3,4,1711988.5,3
7421,k019,286,1,-25,4,2,1712017.5,2
7422,k019,286,2,-25,5,2,1712047.5,2
7423,k019,286,3,-25,5,31,1712076.5,2
7424,k019,286,4,-25,6,29,1712105.5,1
7425,k019,286,5,-25,7,29,1712135.5,2
7426,k019,286,6,-25,8,27,1712164.5,1
7427,k019,286,7,-25,9,26,1712194.5,2
7428,k019,286,8,-25,10,25,1712223.5,1
7429,k019,286,9,-25,11,24,1712253.5,2
7430,k019,286,10,-25,12,24,1712283.5,2
7431,k019,286,11,-24,1,22,1712312.5,2
7432,k019,286,12,-24,2,21,1712342.5,2
7433,k019,286,12.5,-24,3,21,1712371.5,2
7434,k019,287,1,-24,4,20,1712401.5,2
7435,k019,287,2,-24,5,20,1712431.5,3
7436,k019,287,3,-24,6,18,1712460.5,2
7437,k019,287,4,-24,7,17,1712489.5,1
7438,k019,287,5,-24,8,16,1712519.5,2
7439,k019,287,6,-24,9,14,1712548.5,1
7440,k019,287,7,-24,10,14,1712578.5,2
7441,k019,287,8,-24,11,13,1712608.5,2
7442,k019,287,9,-24,12,12,1712637.5,2
7443,k019,287,10,-23,1,10,1712666.5,1
7444,k019,287,11,-23,2,9,1712696.5,2
7445,k019,287,12,-23,3,10,1712725.5,1
7446,k019,288,1,-23,4,9,1712755.5,2
7447,k019,288,2,-23,5,9,1712785.5,2
7448,k019,288,3,-23,6,7,1712814.5,2
7449,k019,288,4,-23,7,7,1712844.5,2
7450,k019,288,5,-23,8,5,1712873.5,2
7451,k019,288,6,-23,9,4,1712903.5,2
7452,k019,288,7,-23,10,4,1712933.5,3
7453,k019,288,8,-23,11,2,1712962.5,2
7454,k019,288,9,-23,12,1,1712991.5,1
7455,k019,288,10,-23,12,31,1713021.5,2
7456,k019,288,11,-22,1,29,1713050.5,1
7457,k019,288,12,-22,2,28,1713080.5,2
7458,k019,289,1,-22,3,29,1713109.5,1
7459,k019,289,2,-22,4,28,1713139.5,2
7460,k019,289,3,-22,5,27,1713168.5,1
7461,k019,289,4,-22,6,26,1713198.5,2
7462,k019,289,5,-22,7,26,1713228.5,2
7463,k019,289,6,-22,8,24,1713257.5,2
7464,k019,289,7,-22,9,23,1713287.5,2
7465,k019,289,8,-22,10,23,1713317.5,3
7466,k019,289,9,-22,11,21,1713346.5,2
7467,k019,289,10,-22,12,21,1713376.5,3
7468,k019,289,11,-21,1,19,1713405.5,2
7469,k019,289,12,-21,2,17,1713434.5,2
7470,k019,289,12.5,-21,3,18,1713463.5,1
7471,k019,290,1,-21,4,17,1713493.5,1
7472,k019,290,2,-21,5,16,1713522.5,1
7473,k019,290,3,-21,6,15,1713552.5,1
7474,k019,290,4,-21,7,15,1713582.5,2
7475,k019,290,5,-21,8,14,1713612.5,2
7476,k019,290,6,-21,9,13,1713642.5,3
7477,k019,290,7,-21,10,12,1713671.5,2
7478,k019,290,8,-21,11,11,1713701.5,3
7479,k019,290,9,-21,12,10,1713730.5,2
7480,k019,290,10,-20,1,8,1713759.5,2
7481,k019,290,11,-20,2,7,1713789.5,2
7482,k019,290,12,-20,3,7,1713818.5,2
7483,k019,291,1,-20,4,5,1713847.5,1
7484,k019,291,2,-20,5,5,1713877.5,2
7485,k019,291,3,-20,6,3,1713906.5,1
7486,k019,291,4,-20,7,3,1713936.5,1
7487,k019,291,5,-20,8,2,1713966.5,2
7488,k019,291,6,-20,9,1,1713996.5,2
7489,k019,291,7,-20,10,1,1714026.5,3
7490,k019,291,8,-20,10,30,1714055.5,2
7491,k019,291,9,-20,11,29,1714085.5,3
7492,k019,291,10,-20,12,28,1714114.5,2
7493,k019,291,11,-19,1,26,1714143.5,2
7494,k019,291,12,-19,2,25,1714173.5,2
7495,k019,292,1,-19,3,26,1714202.5,2
7496,k019,292,2,-19,4,24,1714231.5,1
7497,k019,292,3,-19,5,24,1714261.5,2
7498,k019,292,4,-19,6,22,1714290.5,1
7499,k019,292,5,-19,7,22,1714320.5,2
7500,k019,292,6,-19,8,21,1714350.5,2
7501,k019,292,7,-19,9,20,1714380.5,3
7502,k019,292,8,-19,10,19,1714409.5,2
7503,k019,292,9,-19,11,18,1714439.5,2
7504,k019,292,10,-19,12,17,1714468.5,2
7505,k019,292,11,-18,1,16,1714498.5,2
7506,k019,292,12,-18,2,14,1714527.5,2
7507,k019,292,12.5,-18,3,16,1714557.5,2
7508,k019,293,1,-18,4,14,1714586.5,2
7509,k019,293,2,-18,5,13,1714615.5,1
7510,k019,293,3,-18,6,12,1714645.5,2
7511,k019,293,4,-18,7,11,1714674.5,1
7512,k019,293,5,-18,8,10,1714704.5,2
7513,k019,293,6,-18,9,9,1714734.5,2
7514,k019,293,7,-18,10,8,1714763.5,2
7515,k019,293,8,-18,11,7,1714793.5,2
7516,k019,293,9,-18,12,7,1714823.5,3
7517,k019,293,10,-17,1,5,1714852.5,2
7518,k019,293,11,-17,2,4,1714882.5,3
7519,k019,293,12,-17,3,5,1714911.5,2
7520,k019,294,1,-17,4,4,1714941.5,2
7521,k019,294,2,-17,5,3,1714970.5,2
7522,k019,294,3,-17,6,2,1715000.5,2
7523,k019,294,4,-17,7,1,1715029.5,2
7524,k019,294,5,-17,7,30,1715058.5,1
7525,k019,294,6,-17,8,29,1715088.5,2
7526,k019,294,7,-17,9,27,1715117.5,1
7527,k019,294,8,-17,10,27,1715147.5,2
7528,k019,294,9,-17,11,25,1715176.5,1
7529,k019,294,10,-17,12,25,1715206.5,2
7530,k019,294,11,-16,1,24,1715236.5,2
7531,k019,294,12,-16,2,22,1715265.5,2
7532,k019,294,12.5,-16,3,23,1715295.5,2
7533,k019,295,1,-16,4,22,1715325.5,3
7534,k019,295,2,-16,5,21,1715354.5,2
7535,k019,295,3,-16,6,20,1715384.5,2
7536,k019,295,4,-16,7,19,1715413.5,2
7537,k019,295,5,-16,8,18,1715443.5,2
7538,k019,295,6,-16,9,16,1715472.5,2
7539,k019,295,7,-16,10,15,1715501.5,1
7540,k019,295,8,-16,11,14,1715531.5,2
7541,k019,295,9,-16,12,13,1715560.5,1
7542,k019,295,10,-15,1,12,1715590.5,2
7543,k019,295,11,-15,2,10,1715619.5,1
7544,k019,295,12,-15,3,12,1715649.5,2
7545,k019,296,1,-15,4,11,1715679.5,2
7546,k019,296,2,-15,5,11,1715709.5,3
7547,k019,296,3,-15,6,9,1715738.5,2
7548,k019,296,4,-15,7,9,1715768.5,3
7549,k019,296,5,-15,8,7,1715797.5,2
7550,k019,296,6,-15,9,6,1715827.5,3
7551,k019,296,7,-15,10,5,1715856.5,2
7552,k019,296,8,-15,11,3,1715885.5,1
7553,k019,296,9,-15,12,3,1715915.5,2
7554,k019,296,10,-14,1,1,1715944.5,1
7555,k019,296,11,-14,1,31,1715974.5,2
7556,k019,296,12,-14,3,1,1716003.5,1
7557,k019,297,1,-14,3,31,1716033.5,2
7558,k019,297,2,-14,4,30,1716063.5,2
7559,k019,297,3,-14,5,29,1716092.5,2
7560,k019,297,4,-14,6,28,1716122.5,2
7561,k019,297,5,-14,7,28,1716152.5,3
